Phylum,Type strain,Species,Temperature,Temperature def,Temperature type,psychrophilic,mesophilic,thermophilic,Spore formation,Oxygen tolerance,aerobe,anaerobe,obligate aerobe,obligate anaerobe,facultative aerobe,facultative anaerobe,microaerophile,aerotolerant,Radiation Tolerance,score,tier,culture pH,Halophily
Actinobacteria,1,Actinopolyspora lacussalsi,37,growth,mesophilic,0,1,0,1,aerobe,1,0,0,0,0,0,0,0,0,1,1,,
Actinobacteria,1,Actinopolyspora mzabensis,28,growth,mesophilic,0,1,0,1,aerobe,1,0,0,0,0,0,0,0,0,1,1,,
Actinobacteria,1,Actinorectispora indica,15-28,growth,,1,1,0,1,aerobe,1,0,0,0,0,0,0,0,0,2,1,,
Actinobacteria,1,Actinospica acidiphila,28,growth,mesophilic,0,1,0,1,aerobe,1,0,0,0,0,0,0,0,0,1,1,,
Actinobacteria,1,Actinospica robiniae,28,growth,mesophilic,0,1,0,1,aerobe,1,0,0,0,0,0,0,0,0,1,1,,
Actinobacteria,1,Actinotalea caeni,10.0-55.0,growth,,1,1,1,0,aerobe,1,0,0,0,0,0,0,0,0,2,1,,
Actinobacteria,1,Adlercreutzia caecicola,37,growth,mesophilic,0,1,0,0,obligate anaerobe,0,0,0,1,0,0,0,0,0,1,1,,
Actinobacteria,1,Adlercreutzia caecimuris,37,growth,mesophilic,0,1,0,0,anaerobe,0,1,0,0,0,0,0,0,0,1,1,,
Actinobacteria,1,Adlercreutzia equolifaciens,37,growth,mesophilic,0,1,0,0,anaerobe,0,1,0,0,0,0,0,0,0,1,1,,
Actinobacteria,1,Adlercreutzia equolifaciens subsp. celatus,37,growth,mesophilic,0,1,0,0,anaerobe,0,1,0,0,0,0,0,0,0,1,1,,
Actinobacteria,1,Adlercreutzia mucosicola,37,growth,mesophilic,0,1,0,0,anaerobe,0,1,0,0,0,0,0,0,0,1,1,,
Actinobacteria,1,Aeriscardovia aeriphila,37,growth,mesophilic,0,1,0,0,anaerobe,0,1,0,0,0,0,0,0,0,1,1,,
Actinobacteria,1,Aeromicrobium alkaliterrae,28,growth,mesophilic,0,1,0,0,aerobe,1,0,0,0,0,0,0,0,0,0,1,,
Actinobacteria,1,Aeromicrobium choanae,8.0-39.0,growth,,1,1,0,0,obligate aerobe,0,0,1,0,0,0,0,0,0,1,1,,
Actinobacteria,1,Aeromicrobium flavum,28,growth,mesophilic,0,1,0,1,facultative anaerobe,0,0,0,0,0,1,0,0,0,2,1,,
Actinobacteria,1,Aeromicrobium halocynthiae,25,growth,mesophilic,0,1,0,0,aerobe,1,0,0,0,0,0,0,0,0,0,1,,
Actinobacteria,1,Aeromicrobium panaciterrae,28,growth,mesophilic,0,1,0,0,aerobe,1,0,0,0,0,0,0,0,0,0,1,,
Actinobacteria,1,Aeromicrobium tamlense,28,growth,mesophilic,0,1,0,0,aerobe,1,0,0,0,0,0,0,0,0,0,1,,
Actinobacteria,1,Aestuariimicrobium soli,28,growth,mesophilic,0,1,0,0,facultative anaerobe,0,0,0,0,0,1,0,0,0,1,1,,
Actinobacteria,1,Agrococcus jejuensis,28,growth,mesophilic,0,1,0,0,aerobe,1,0,0,0,0,0,0,0,0,0,1,,
Actinobacteria,1,Agrococcus lahaulensis,28,growth,mesophilic,0,1,0,1,aerobe,1,0,0,0,0,0,0,0,0,1,1,,
Actinobacteria,1,Agrococcus versicolor,28,growth,mesophilic,0,1,0,0,aerobe,1,0,0,0,0,0,0,0,0,0,1,,
Actinobacteria,1,Agromyces binzhouensis,12.0-36.0,growth,,1,1,0,0,aerobe,1,0,0,0,0,0,0,0,0,1,1,,
Actinobacteria,1,Agromyces ulmi,28,optimum,mesophilic,0,1,0,0,aerobe,1,0,0,0,0,0,0,0,0,0,1,,
Actinobacteria,1,Aldersonia kunmingensis,28,growth,mesophilic,0,1,0,0,aerobe,1,0,0,0,0,0,0,0,0,0,1,,
Actinobacteria,1,Allobranchiibius huperziae,10.0-32.0,growth,,1,1,0,0,aerobe,1,0,0,0,0,0,0,0,0,1,1,,
Actinobacteria,1,Allocatelliglobosispora scoriae,28,growth,mesophilic,0,1,0,1,aerobe,1,0,0,0,0,0,0,0,0,1,1,,
Actinobacteria,1,Allonocardiopsis opalescens,28,growth,mesophilic,0,1,0,1,aerobe,1,0,0,0,0,0,0,0,0,1,1,,
Actinobacteria,1,Alloscardovia omnicolens,37,growth,mesophilic,0,1,0,0,anaerobe,0,1,0,0,0,0,0,0,0,1,1,,
Actinobacteria,1,Alloscardovia venturai,30-40,growth,,0,1,1,0,anaerobe,0,1,0,0,0,0,0,0,0,2,1,,
Actinobacteria,1,Amnibacterium endophyticum,10.0-35.0,growth,,1,1,0,0,aerobe,1,0,0,0,0,0,0,0,0,1,1,,
Actinobacteria,1,Amnibacterium soli,28,growth,mesophilic,0,1,0,0,aerobe,1,0,0,0,0,0,0,0,0,0,1,,
Actinobacteria,1,Amycolatopsis albispora,4.0-45.0,growth,,1,1,1,1,aerobe,1,0,0,0,0,0,0,0,0,3,1,,
Actinobacteria,1,Amycolatopsis arida,28,growth,mesophilic,0,1,0,0,aerobe,1,0,0,0,0,0,0,0,0,0,1,,
Actinobacteria,1,Amycolatopsis decaplanina,28,growth,mesophilic,0,1,0,1,aerobe,1,0,0,0,0,0,0,0,0,1,1,,
Actinobacteria,1,Amycolatopsis granulosa,28,growth,mesophilic,0,1,0,1,aerobe,1,0,0,0,0,0,0,0,0,1,1,,
Actinobacteria,1,Amycolatopsis halotolerans,28,growth,mesophilic,0,1,0,1,aerobe,1,0,0,0,0,0,0,0,0,1,1,,
Actinobacteria,1,Amycolatopsis jejuensis,28,growth,mesophilic,0,1,0,1,aerobe,1,0,0,0,0,0,0,0,0,1,1,,
Actinobacteria,1,Amycolatopsis minnesotensis,28,growth,mesophilic,0,1,0,1,aerobe,1,0,0,0,0,0,0,0,0,1,1,,
Actinobacteria,1,Amycolatopsis nigrescens,28,growth,mesophilic,0,1,0,1,aerobe,1,0,0,0,0,0,0,0,0,1,1,,
Actinobacteria,1,Amycolatopsis oliviviridis,30,growth,mesophilic,0,1,0,1,aerobe,1,0,0,0,0,0,0,0,0,1,1,,
Actinobacteria,1,Amycolatopsis regifaucium,28,growth,mesophilic,0,1,0,1,aerobe,1,0,0,0,0,0,0,0,0,1,1,,
Actinobacteria,1,Amycolatopsis rhizosphaerae,15-45,growth,,1,1,1,1,aerobe,1,0,0,0,0,0,0,0,0,3,1,,
Actinobacteria,1,Amycolatopsis samaneae,28,growth,mesophilic,0,1,0,1,aerobe,1,0,0,0,0,0,0,0,0,1,1,,
Actinobacteria,1,Amycolatopsis silviterrae,15-40,growth,,1,1,1,1,aerobe,1,0,0,0,0,0,0,0,0,3,1,,
Actinobacteria,1,Amycolatopsis taiwanensis,28,growth,mesophilic,0,1,0,1,aerobe,1,0,0,0,0,0,0,0,0,1,1,,
Actinobacteria,1,Amycolatopsis tucumanensis,28,growth,mesophilic,0,1,0,1,aerobe,1,0,0,0,0,0,0,0,0,1,1,,
Actinobacteria,1,Amycolatopsis xylanica,28,growth,mesophilic,0,1,0,1,aerobe,1,0,0,0,0,0,0,0,0,1,1,,
Actinobacteria,1,Angustibacter aerolatus,10.0-37.0,growth,,1,1,0,0,aerobe,1,0,0,0,0,0,0,0,0,1,1,,
Actinobacteria,1,Angustibacter luteus,30.0-5.0,growth,,1,1,0,0,facultative anaerobe,0,0,0,0,0,1,0,0,0,2,1,,
Actinobacteria,1,Angustibacter peucedani,28,growth,mesophilic,0,1,0,0,aerobe,1,0,0,0,0,0,0,0,0,0,1,,
Actinobacteria,1,Angustibacter speluncae,20-37,growth,,1,1,0,0,aerobe,1,0,0,0,0,0,0,0,0,1,1,,
Actinobacteria,1,Aquipuribacter hungaricus,28,growth,mesophilic,0,1,0,0,aerobe,1,0,0,0,0,0,0,0,0,0,1,,
Actinobacteria,1,Arcanobacterium canis,37,growth,mesophilic,0,1,0,0,anaerobe,0,1,0,0,0,0,0,0,0,1,1,,
Actinobacteria,1,Arcanobacterium haemolyticum,37,optimum,mesophilic,0,1,0,0,anaerobe,0,1,0,0,0,0,0,0,0,1,1,,
Actinobacteria,1,Arcanobacterium hippocoleae,37,growth,mesophilic,0,1,0,0,microaerophile,0,0,0,0,0,0,1,0,0,0,1,,
Actinobacteria,1,Arcanobacterium phocisimile,37,growth,mesophilic,0,1,0,0,anaerobe,0,1,0,0,0,0,0,0,0,1,1,,
Actinobacteria,1,Arenivirga flava,28.0-10.0,growth,,1,1,0,0,aerobe,1,0,0,0,0,0,0,0,0,1,1,,
Actinobacteria,1,Arsenicicoccus bolidensis,28,optimum,mesophilic,0,1,0,0,facultative anaerobe,0,0,0,0,0,1,0,0,0,1,1,,
Actinobacteria,1,Arthrobacter alkaliphilus,28,growth,mesophilic,0,1,0,0,aerobe,1,0,0,0,0,0,0,0,0,0,1,,
Actinobacteria,1,Arthrobacter castelli,28,optimum,mesophilic,0,1,0,0,aerobe,1,0,0,0,0,0,0,0,0,0,1,,
Actinobacteria,1,Arthrobacter cupressi,28,growth,mesophilic,0,1,0,0,aerobe,1,0,0,0,0,0,0,0,0,0,1,,
Actinobacteria,1,Arthrobacter ginkgonis,20.0-35.0,growth,,1,1,0,0,aerobe,1,0,0,0,0,0,0,0,0,1,1,,
Actinobacteria,1,Arthrobacter monumenti,28,growth,mesophilic,0,1,0,0,aerobe,1,0,0,0,0,0,0,0,0,0,1,,
Actinobacteria,1,Arthrobacter paludis,20-37,growth,,1,1,0,0,aerobe,1,0,0,0,0,0,0,0,0,1,1,,
Actinobacteria,1,Arthrobacter parietis,28,optimum,mesophilic,0,1,0,0,aerobe,1,0,0,0,0,0,0,0,0,0,1,,
Actinobacteria,1,Arthrobacter pigmenti,28,optimum,mesophilic,0,1,0,0,aerobe,1,0,0,0,0,0,0,0,0,0,1,,
Actinobacteria,1,Arthrobacter psychrochitiniphilus,20,growth,psychrophilic,1,0,0,0,aerobe,1,0,0,0,0,0,0,0,0,1,1,,
Actinobacteria,1,Arthrobacter silvisoli,28,growth,mesophilic,0,1,0,0,aerobe,1,0,0,0,0,0,0,0,0,0,1,,
Actinobacteria,1,Arthrobacter stackebrandtii,28,growth,mesophilic,0,1,0,0,aerobe,1,0,0,0,0,0,0,0,0,0,1,,
Actinobacteria,1,Arthrobacter tecti,28,optimum,mesophilic,0,1,0,0,aerobe,1,0,0,0,0,0,0,0,0,0,1,,
Actinobacteria,1,Arthrobacter tumbae,28,growth,mesophilic,0,1,0,0,aerobe,1,0,0,0,0,0,0,0,0,0,1,,
Actinobacteria,1,Asanoa iriomotensis,28,optimum,mesophilic,0,1,0,1,aerobe,1,0,0,0,0,0,0,0,0,1,1,,
Actinobacteria,1,Auraticoccus monumenti,28,growth,mesophilic,0,1,0,0,aerobe,1,0,0,0,0,0,0,0,0,0,1,,
Actinobacteria,1,Auritidibacter ignavus,37,growth,mesophilic,0,1,0,0,aerobe,1,0,0,0,0,0,0,0,0,0,1,,
Actinobacteria,1,Barrientosiimonas humi,28,growth,mesophilic,0,1,0,0,aerobe,1,0,0,0,0,0,0,0,0,0,1,,
Actinobacteria,1,Barrientosiimonas marina,28,growth,mesophilic,0,1,0,0,aerobe,1,0,0,0,0,0,0,0,0,0,1,,
Actinobacteria,1,Bifidobacterium apri,37,optimum,mesophilic,0,1,0,0,anaerobe,0,1,0,0,0,0,0,0,0,1,1,,
Actinobacteria,1,Bifidobacterium aquikefiri,4.0-37.0,growth,,1,1,0,0,anaerobe,0,1,0,0,0,0,0,0,0,2,1,,
Actinobacteria,1,Bifidobacterium bombi,30,growth,mesophilic,0,1,0,0,anaerobe,0,1,0,0,0,0,0,0,0,1,1,,
Actinobacteria,1,Bifidobacterium merycicum,37,growth,mesophilic,0,1,0,0,anaerobe,0,1,0,0,0,0,0,0,0,1,1,,
Actinobacteria,1,Bifidobacterium mongoliense,37,growth,mesophilic,0,1,0,0,anaerobe,0,1,0,0,0,0,0,0,0,1,1,,
Actinobacteria,1,Bifidobacterium myosotis,25-46,growth,,0,1,1,0,anaerobe,0,1,0,0,0,0,0,0,0,2,1,,
Actinobacteria,1,Bifidobacterium psychraerophilum,37,growth,mesophilic,0,1,0,0,anaerobe,0,1,0,0,0,0,0,0,0,1,1,,
Actinobacteria,1,Bifidobacterium ruminantium,37,growth,mesophilic,0,1,0,0,anaerobe,0,1,0,0,0,0,0,0,0,1,1,,
Actinobacteria,1,Bifidobacterium vansinderenii,25-42,growth,,0,1,1,0,facultative anaerobe,0,0,0,0,0,1,0,0,0,2,1,,
Actinobacteria,1,Blastococcus litoris,28,growth,mesophilic,0,1,0,0,aerobe,1,0,0,0,0,0,0,0,0,0,1,,
Actinobacteria,1,Bogoriella caseilytica,30,growth,mesophilic,0,1,0,0,microaerophile,0,0,0,0,0,0,1,0,0,0,1,,
Actinobacteria,1,Bowdeniella nasicola,37,growth,mesophilic,0,1,0,0,anaerobe,0,1,0,0,0,0,0,0,0,1,1,,
Actinobacteria,1,Brachybacterium phenoliresistens,28,growth,mesophilic,0,1,0,0,facultative anaerobe,0,0,0,0,0,1,0,0,0,1,1,,
Actinobacteria,1,Brachybacterium squillarum,25-37,growth,mesophilic,0,1,0,0,aerobe,1,0,0,0,0,0,0,0,0,0,1,,
Actinobacteria,1,Brachybacterium zhongshanense,28,growth,mesophilic,0,1,0,0,anaerobe,0,1,0,0,0,0,0,0,0,1,1,,
Actinobacteria,1,Brevibacterium album,34,optimum,mesophilic,0,1,0,0,aerobe,1,0,0,0,0,0,0,0,0,0,1,,
Actinobacteria,1,Brevibacterium celere,25,growth,mesophilic,0,1,0,0,aerobe,1,0,0,0,0,0,0,0,0,0,1,,
Actinobacteria,1,Brevibacterium daeguense,28,growth,mesophilic,0,1,0,0,aerobe,1,0,0,0,0,0,0,0,0,0,1,,
Actinobacteria,1,Brevibacterium jeotgali,28,growth,mesophilic,0,1,0,0,aerobe,1,0,0,0,0,0,0,0,0,0,1,,
Actinobacteria,1,Brevibacterium picturae,28,growth,mesophilic,0,1,0,0,aerobe,1,0,0,0,0,0,0,0,0,0,1,,
Actinobacteria,1,Brevibacterium samyangense,28,growth,mesophilic,0,1,0,1,aerobe,1,0,0,0,0,0,0,0,0,1,1,,
Actinobacteria,1,Brevibacterium siliguriense,28,growth,mesophilic,0,1,0,0,aerobe,1,0,0,0,0,0,0,0,0,0,1,,
Actinobacteria,1,Brevibacterium yomogidense,28,growth,mesophilic,0,1,0,0,aerobe,1,0,0,0,0,0,0,0,0,0,1,,
Actinobacteria,1,Brooklawnia cerclae,37,growth,mesophilic,0,1,0,0,anaerobe,0,1,0,0,0,0,0,0,0,1,1,,
Actinobacteria,1,Catellatospora bangladeshensis,28,growth,mesophilic,0,1,0,1,aerobe,1,0,0,0,0,0,0,0,0,1,1,,
Actinobacteria,1,Catellatospora chokoriensis,28,growth,mesophilic,0,1,0,1,aerobe,1,0,0,0,0,0,0,0,0,1,1,,
Actinobacteria,1,Catellatospora coxensis,28,growth,mesophilic,0,1,0,1,aerobe,1,0,0,0,0,0,0,0,0,1,1,,
Actinobacteria,1,Catenulispora acidiphila,28,growth,mesophilic,0,1,0,1,aerobe,1,0,0,0,0,0,0,0,0,1,1,,
Actinobacteria,1,Catenulispora fulva,15-42,growth,,1,1,1,1,aerobe,1,0,0,0,0,0,0,0,0,3,1,,
Actinobacteria,1,Catenulispora graminis,28,growth,mesophilic,0,1,0,1,aerobe,1,0,0,0,0,0,0,0,0,1,1,,
Actinobacteria,1,Catenulispora rubra,28,growth,mesophilic,0,1,0,1,aerobe,1,0,0,0,0,0,0,0,0,1,1,,
Actinobacteria,1,Catenulispora subtropica,28,growth,mesophilic,0,1,0,1,aerobe,1,0,0,0,0,0,0,0,0,1,1,,
Actinobacteria,1,Cellulomonas aerilata,28,optimum,mesophilic,0,1,0,0,aerobe,1,0,0,0,0,0,0,0,0,0,1,,
Actinobacteria,1,Cellulomonas chitinilytica,28,optimum,mesophilic,0,1,0,0,facultative anaerobe,0,0,0,0,0,1,0,0,0,1,1,,
Actinobacteria,1,Cellulomonas marina,28,growth,mesophilic,0,1,0,0,facultative anaerobe,0,0,0,0,0,1,0,0,0,1,1,,
Actinobacteria,1,Cellulomonas oligotrophica,28,growth,mesophilic,0,1,0,0,aerobe,1,0,0,0,0,0,0,0,0,0,1,,
Actinobacteria,1,Cellulomonas xylanilytica,28,growth,mesophilic,0,1,0,0,aerobe,1,0,0,0,0,0,0,0,0,0,1,,
Actinobacteria,1,Cellulosimicrobium funkei,28,growth,mesophilic,0,1,0,0,aerobe,1,0,0,0,0,0,0,0,0,0,1,,
Actinobacteria,1,Cellulosimicrobium terreum,28,growth,mesophilic,0,1,0,0,aerobe,1,0,0,0,0,0,0,0,0,0,1,,
Actinobacteria,1,Chryseoglobus frigidaquae,28,growth,mesophilic,0,1,0,0,aerobe,1,0,0,0,0,0,0,0,0,0,1,,
Actinobacteria,1,Citricoccus alkalitolerans,28,growth,mesophilic,0,1,0,0,aerobe,1,0,0,0,0,0,0,0,0,0,1,,
Actinobacteria,1,Citricoccus zhacaiensis,28,growth,mesophilic,0,1,0,0,aerobe,1,0,0,0,0,0,0,0,0,0,1,,
Actinobacteria,1,Cnuibacter physcomitrellae,15-37,growth,,1,1,0,0,obligate aerobe,0,0,1,0,0,0,0,0,0,1,1,,
Actinobacteria,1,Collinsella tanakaei,37,growth,mesophilic,0,1,0,0,obligate anaerobe,0,0,0,1,0,0,0,0,0,1,1,,
Actinobacteria,1,Compostimonas suwonensis,28,growth,mesophilic,0,1,0,0,aerobe,1,0,0,0,0,0,0,0,0,0,1,,
Actinobacteria,1,Corynebacterium afermentans,28,optimum,mesophilic,0,1,0,0,aerobe,1,0,0,0,0,0,0,0,0,0,1,,
Actinobacteria,1,Corynebacterium afermentans subsp. lipophilum,37,growth,mesophilic,0,1,0,0,aerobe,1,0,0,0,0,0,0,0,0,0,1,,
Actinobacteria,1,Corynebacterium appendicis,37,optimum,mesophilic,0,1,0,0,microaerophile,0,0,0,0,0,0,1,0,0,0,1,,
Actinobacteria,1,Corynebacterium aquilae,37,growth,mesophilic,0,1,0,0,facultative anaerobe,0,0,0,0,0,1,0,0,0,1,1,,
Actinobacteria,1,Corynebacterium argentoratense,28,optimum,mesophilic,0,1,0,0,facultative anaerobe,0,0,0,0,0,1,0,0,0,1,1,,
Actinobacteria,1,Corynebacterium atypicum,37,growth,mesophilic,0,1,0,0,facultative anaerobe,0,0,0,0,0,1,0,0,0,1,1,,
Actinobacteria,1,Corynebacterium aurimucosum,37,optimum,mesophilic,0,1,0,0,facultative anaerobe,0,0,0,0,0,1,0,0,0,1,1,,
Actinobacteria,1,Corynebacterium camporealensis,37,growth,mesophilic,0,1,0,0,facultative anaerobe,0,0,0,0,0,1,0,0,0,1,1,,
Actinobacteria,1,Corynebacterium canis,37,growth,mesophilic,0,1,0,0,facultative anaerobe,0,0,0,0,0,1,0,0,0,1,1,,
Actinobacteria,1,Corynebacterium capitovis,37,growth,mesophilic,0,1,0,0,facultative anaerobe,0,0,0,0,0,1,0,0,0,1,1,,
Actinobacteria,1,Corynebacterium casei,30,growth,mesophilic,0,1,0,0,facultative anaerobe,0,0,0,0,0,1,0,0,0,1,1,,
Actinobacteria,1,Corynebacterium caspium,37,optimum,mesophilic,0,1,0,0,facultative anaerobe,0,0,0,0,0,1,0,0,0,1,1,,
Actinobacteria,1,Corynebacterium ciconiae,37,growth,mesophilic,0,1,0,0,facultative anaerobe,0,0,0,0,0,1,0,0,0,1,1,,
